SegmentR,PEPR,AgeR,TimeRelationR,IncomeSourceR,ActivityR,NationalityR,CommonAddR,ProductTR,SubproductR,OperationTR,MonetaryInstR,DivisaR,ChannelR,OperabilitySR,OGoverR,SARR,VMR,VOR,SumSeR,SumReR,RSR,AAR,SendingNumR,ReceivingNumR,StateOpeR,StateResR,MunOpeR,MunResR,CountryR
61,12,68,20,27,59,11,69,23,49,23,60,61,51,55,12,27,61,60,44,45,45,51,38,39,48,42,85,76,12
39,9,64,19,27,59,9,70,25,52,23,61,62,48,57,10,6,58,61,47,46,45,50,58,62,51,60,87,77,9
59,8,65,22,23,59,8,70,23,24,22,61,62,49,56,9,26,61,58,44,44,46,48,58,41,52,62,87,74,8
41,12,66,18,26,59,11,70,23,51,24,58,59,52,55,9,7,59,61,45,45,47,48,39,61,49,38,84,77,11
62,10,66,22,23,58,10,72,24,52,23,61,58,50,54,9,5,61,62,43,46,46,48,59,39,70,58,83,76,10
38,12,66,22,27,61,9,68,27,26,22,60,60,49,53,8,23,62,60,46,43,44,50,61,41,68,39,83,76,11
42,10,66,18,25,61,8,70,23,50,22,61,58,50,53,12,4,60,60,45,47,47,49,41,42,50,59,86,74,10
59,9,68,21,26,60,11,68,26,27,26,59,62,48,54,8,27,62,62,47,46,45,51,60,59,72,58,83,77,10
38,10,65,21,25,58,10,68,27,48,23,58,58,52,57,9,26,61,58,44,47,43,51,41,38,72,58,84,77,10
58,12,64,19,23,59,10,71,26,49,23,59,58,48,54,8,3,62,58,44,46,43,51,58,60,49,61,83,73,11
61,12,67,21,26,59,10,71,26,24,24,61,60,48,53,10,24,60,60,47,46,44,49,59,59,52,61,84,73,12
38,11,68,18,27,60,10,71,26,25,24,61,59,49,55,10,7,59,61,46,43,45,50,59,41,69,60,85,74,8
38,8,64,19,23,58,12,69,26,25,26,60,60,52,56,12,4,59,59,43,44,45,51,41,40,48,59,83,75,12
58,10,64,21,26,60,10,72,25,23,22,61,59,48,55,10,24,59,61,47,43,47,52,40,39,48,41,85,77,8
60,9,65,21,25,58,10,70,24,26,23,59,59,52,55,11,27,60,61,44,44,44,49,60,62,68,59,85,75,11
61,10,65,22,23,61,8,70,23,25,24,60,62,48,56,11,25,62,58,46,44,46,48,61,58,70,40,87,74,12
61,9,68,19,24,62,9,72,24,50,26,60,62,52,55,8,24,62,61,47,43,45,52,60,42,51,58,83,73,9
58,8,66,19,24,60,11,71,24,26,26,60,61,48,56,12,6,58,60,45,45,45,49,58,62,69,39,86,76,9
42,12,64,21,23,60,12,72,26,52,25,59,60,51,54,8,7,59,60,45,44,43,51,41,58,69,59,86,74,10
60,12,68,19,24,58,10,70,26,23,26,62,59,49,57,10,3,59,58,43,44,45,48,41,59,50,39,83,75,9
62,9,65,21,23,58,8,68,23,48,25,59,59,50,57,9,4,59,59,43,47,46,50,62,41,52,39,83,74,11
58,8,67,19,27,59,9,72,23,25,24,58,62,51,57,10,6,59,61,45,44,47,48,61,59,69,60,86,76,10
58,10,65,21,25,60,12,72,23,49,25,60,62,52,55,8,6,62,59,47,43,46,49,60,42,52,61,86,74,8
42,10,67,19,23,58,9,69,26,27,26,58,60,48,56,12,24,58,58,45,46,45,49,58,39,50,62,85,74,10
62,8,66,18,24,58,12,71,25,24,22,61,58,52,57,12,5,61,61,47,47,43,50,58,58,49,42,84,75,11
62,8,67,19,26,60,8,70,26,49,23,60,61,49,56,10,26,62,60,46,47,46,52,41,38,69,60,85,76,10
61,9,67,22,26,61,9,72,26,52,22,58,59,48,54,10,5,61,58,47,45,45,51,42,61,51,41,86,73,8
59,10,64,22,27,59,9,68,27,48,23,60,58,51,55,10,3,61,59,46,46,45,52,58,59,49,38,84,75,9
60,9,67,19,26,58,11,68,25,50,25,58,58,48,56,11,6,60,62,47,47,47,52,62,60,48,59,87,74,8
38,8,64,20,25,58,10,72,23,49,24,62,60,49,53,8,26,62,59,43,45,46,48,41,38,68,39,84,73,9
38,12,64,18,23,61,10,71,24,50,25,62,59,49,53,10,4,61,61,45,43,45,49,38,38,72,41,86,73,11
58,12,67,20,23,61,11,72,25,23,24,61,59,51,53,8,4,58,62,46,44,46,48,60,39,52,59,83,77,8
40,8,65,20,27,59,12,71,23,24,24,62,59,49,53,10,26,62,59,46,45,45,52,60,42,68,39,83,74,11
58,11,66,21,25,58,8,69,24,27,24,58,62,48,54,10,5,61,62,45,47,47,52,62,41,71,41,84,75,9
59,10,66,22,26,61,11,72,25,51,26,61,62,49,53,9,23,58,58,45,47,43,49,42,62,49,62,84,76,11
41,8,65,18,24,58,12,71,26,50,23,61,60,49,53,10,25,61,62,47,45,43,52,39,58,72,42,85,76,10
59,12,68,21,26,61,10,68,26,26,22,62,62,51,57,9,26,59,61,43,43,43,50,41,41,68,42,83,75,11
41,12,67,21,26,61,12,71,26,48,23,59,58,49,57,8,6,58,61,44,44,44,48,58,60,68,61,87,77,9
38,11,68,22,25,58,10,68,23,52,22,58,61,51,53,9,23,61,58,46,44,44,52,38,62,70,39,83,74,8
38,9,67,19,26,58,10,72,23,50,26,61,61,52,57,8,23,60,62,43,44,45,52,39,60,70,61,86,74,9
41,8,66,22,24,59,12,69,27,49,22,60,61,51,53,8,26,61,58,45,47,46,50,62,39,49,60,87,77,8
59,11,68,21,25,58,9,71,23,51,25,59,58,50,57,9,27,61,59,44,45,45,52,58,61,48,58,85,73,9
60,10,67,21,24,60,10,71,24,51,23,58,60,48,54,9,23,58,61,47,44,46,51,58,41,69,61,83,77,9
39,12,67,22,25,62,12,68,24,23,26,59,60,50,54,12,25,62,59,46,44,46,49,60,61,49,40,83,76,8
62,11,66,21,24,59,8,68,25,51,26,60,62,51,56,8,25,58,62,43,47,43,50,60,61,70,60,85,76,10
42,8,67,18,27,61,12,71,26,24,23,61,58,52,55,11,26,58,59,43,44,44,52,62,41,50,60,83,74,11
40,11,65,20,26,59,9,70,24,24,26,59,59,50,53,8,23,60,60,43,44,46,52,62,41,68,61,84,75,10
62,9,67,20,25,59,10,71,27,52,22,58,61,51,53,10,5,58,62,46,44,45,48,60,62,50,38,84,74,8
62,9,67,21,23,62,9,72,26,50,23,60,61,49,54,9,27,60,62,46,43,45,52,41,38,50,41,83,77,8
61,11,67,20,25,62,10,71,24,52,22,61,61,48,53,12,27,60,62,44,46,44,52,39,61,52,62,84,75,8
42,11,66,21,26,58,12,69,23,24,26,62,61,48,56,11,24,59,61,46,44,44,52,59,40,69,62,83,75,11
62,11,64,22,23,58,11,71,27,52,23,60,61,49,56,8,25,61,58,44,44,45,52,58,60,70,59,87,74,11
39,11,65,18,27,58,12,68,23,26,24,61,59,51,53,12,3,62,58,46,47,45,51,61,38,72,61,83,73,8
62,10,68,18,25,60,11,69,24,24,26,61,61,51,57,10,6,60,62,46,44,45,51,61,40,72,61,85,76,10
61,11,67,22,27,61,12,70,23,48,23,59,59,49,53,11,6,58,59,46,45,45,51,59,38,48,62,85,76,8
39,11,65,20,24,59,9,70,26,23,25,61,61,49,55,12,4,60,59,46,47,45,51,38,38,69,41,83,75,8
62,9,67,18,27,61,11,69,24,24,22,62,58,50,55,10,7,60,62,43,47,47,49,62,41,51,62,86,75,11
61,11,64,20,26,61,12,68,27,49,25,60,60,52,56,10,6,62,60,46,44,45,50,42,42,68,38,87,73,8
38,11,65,20,26,58,11,68,24,51,22,59,61,49,57,11,25,62,62,45,43,45,48,59,41,72,59,85,73,9
62,9,67,19,25,62,12,70,25,24,26,58,59,48,56,11,5,61,58,46,45,44,51,41,40,68,39,86,74,9
62,12,64,19,26,58,9,72,26,49,26,58,58,51,57,8,6,59,59,43,44,43,51,40,40,50,60,85,73,8
41,8,68,18,24,61,9,70,24,27,23,62,62,49,56,8,3,61,62,46,43,46,49,41,58,72,42,85,76,8
39,8,68,22,25,62,9,68,27,24,24,61,62,48,55,9,23,62,60,44,45,44,52,42,59,52,42,86,73,11
60,8,67,19,25,59,10,71,25,27,22,60,62,52,56,11,23,62,61,43,43,46,49,59,58,68,41,84,76,12
61,8,67,21,27,60,12,69,27,51,23,62,61,50,55,8,7,59,58,47,43,46,52,58,61,70,60,85,77,11
59,12,65,19,27,61,9,70,25,52,24,59,60,49,54,12,7,60,58,47,45,47,49,59,38,68,38,87,77,10
38,9,64,19,26,60,8,68,27,23,25,58,59,50,56,10,5,59,59,47,43,44,50,58,41,51,60,87,73,9
60,11,66,22,27,61,11,68,27,27,23,58,58,50,57,12,6,58,61,44,47,44,49,41,58,49,41,84,75,8
61,8,68,21,25,58,10,71,24,26,23,58,59,48,56,10,4,60,59,43,46,44,52,40,62,71,62,84,76,10
59,12,67,19,27,59,8,69,27,25,25,62,58,49,57,11,25,59,58,47,46,45,49,60,59,52,58,87,76,10
58,10,66,18,27,59,11,71,27,49,26,58,58,49,56,8,25,59,61,44,45,44,52,42,62,50,58,84,74,10
38,9,68,19,27,60,8,69,27,51,26,61,60,52,57,8,3,61,61,46,43,44,51,58,38,72,59,83,73,11
59,10,65,22,25,58,11,72,24,51,22,62,58,48,56,10,6,58,62,43,43,44,48,58,58,50,61,84,77,9
62,8,65,20,26,58,12,69,23,49,25,60,62,50,57,12,3,62,62,43,45,46,48,40,59,50,40,84,76,9
59,11,68,22,23,62,10,70,25,52,23,59,58,49,55,10,24,59,61,47,43,44,51,40,60,50,60,84,75,8
60,8,64,21,27,62,12,69,23,26,25,58,61,50,54,10,7,58,60,44,44,45,52,41,38,51,39,83,75,12
41,11,67,21,25,59,12,71,23,50,22,62,61,50,53,10,7,58,62,46,46,43,50,41,60,51,62,83,74,10
61,12,65,19,24,59,9,68,26,27,25,59,59,49,57,10,4,61,59,43,46,44,51,59,40,72,40,87,73,8
59,11,65,19,25,59,9,71,26,51,22,62,62,49,55,10,4,61,59,45,47,46,48,60,62,52,61,87,75,9
40,12,67,21,26,59,11,71,23,25,24,62,61,51,55,10,6,59,61,46,45,43,49,40,62,50,39,86,75,12
59,9,67,21,26,60,8,68,27,24,22,62,60,50,57,9,26,58,62,43,46,46,48,60,42,69,40,86,73,11
38,12,65,20,23,62,9,72,27,48,22,58,62,52,53,11,26,60,61,44,44,44,50,40,41,50,58,83,75,10
60,8,68,21,24,62,9,68,27,23,22,58,62,52,55,10,5,58,62,43,46,45,51,41,42,52,39,84,76,8
41,11,67,20,24,62,10,70,24,48,23,61,58,50,55,9,6,58,60,45,44,45,52,39,62,70,58,86,76,8
59,10,65,19,23,59,9,68,23,23,23,61,60,50,55,10,26,59,60,47,46,44,48,41,38,49,38,85,74,9
42,12,66,18,27,62,9,70,23,48,26,58,59,51,53,8,26,59,62,44,44,44,50,38,58,49,42,85,76,11
39,11,67,19,26,61,8,69,27,24,23,61,62,51,56,12,25,60,60,47,43,44,51,38,40,72,40,85,75,11
60,11,68,22,23,62,12,72,26,26,22,59,58,48,55,12,4,62,58,44,47,46,48,38,58,51,60,83,73,9
42,8,64,19,27,61,11,69,24,27,23,60,58,49,55,11,3,62,61,43,46,47,50,41,38,52,39,85,77,8
59,9,67,18,23,58,11,68,27,25,23,58,61,49,57,9,3,60,58,43,43,43,52,41,41,52,40,84,77,11
38,9,67,22,26,58,12,68,27,51,24,61,61,52,56,8,6,61,61,45,45,43,52,39,60,49,41,87,77,10
58,9,68,20,23,61,10,71,27,24,26,59,61,48,57,10,27,60,58,45,43,46,52,39,61,51,60,85,77,12
61,11,67,22,24,59,9,69,25,52,24,58,59,48,56,12,5,58,59,47,43,47,49,60,38,72,41,85,75,12
39,10,67,20,27,58,11,68,25,49,26,58,60,52,53,10,4,62,61,47,47,47,49,58,42,52,40,84,76,8
61,8,67,20,25,60,10,71,23,50,26,59,60,52,54,12,26,59,60,44,45,43,48,59,40,50,40,83,73,8
41,11,67,18,25,62,10,72,24,51,24,62,59,52,54,9,7,62,62,44,45,43,48,61,60,70,59,84,75,11
60,8,65,21,26,60,8,72,27,24,22,62,60,52,57,9,3,59,61,47,46,46,51,59,39,52,40,87,73,11
40,12,67,20,23,58,11,71,27,26,26,62,58,51,55,11,6,60,58,45,47,47,48,59,40,52,42,87,74,11
60,10,68,20,24,61,12,71,24,50,26,59,59,51,57,11,24,59,61,43,44,46,49,60,61,48,39,87,76,11
41,11,66,20,26,60,10,70,25,51,26,60,58,48,54,9,7,60,60,47,45,45,49,41,59,70,59,86,76,11
42,11,67,18,25,58,11,70,24,48,26,60,62,48,53,10,5,61,59,45,45,46,50,60,60,51,58,83,77,8
42,10,66,18,24,59,11,72,25,26,24,59,62,51,54,10,6,62,61,47,47,43,49,60,40,49,61,87,74,11
39,12,66,20,23,62,10,68,24,26,22,60,61,51,54,10,3,58,59,43,46,43,51,40,41,48,61,84,75,9
58,11,68,18,23,61,9,68,26,48,25,59,60,48,57,9,27,59,58,46,45,43,50,41,41,52,59,85,73,11
42,8,67,19,25,61,8,69,26,50,26,62,60,48,53,9,25,61,59,43,43,47,50,39,39,70,38,87,77,8
39,9,68,22,26,60,9,71,23,50,23,62,62,51,55,8,6,60,62,47,44,43,48,60,40,52,38,87,73,11
58,11,66,19,23,60,9,70,25,51,25,61,60,48,57,11,7,60,59,45,47,47,49,38,59,50,40,84,75,9
58,12,64,22,27,58,9,71,26,49,24,60,59,48,55,9,27,58,58,46,47,46,52,59,62,48,40,84,75,12
60,8,68,19,23,60,10,71,23,24,26,62,62,50,54,10,25,59,58,47,47,47,48,60,40,71,41,83,76,8
38,11,64,20,27,61,12,68,23,48,24,62,62,52,54,8,6,59,62,46,46,46,51,59,38,71,38,85,74,9
40,11,67,21,25,62,11,70,26,48,22,58,61,48,55,11,6,62,61,45,46,43,50,60,59,49,39,83,75,12
39,11,67,21,26,58,9,70,25,25,26,60,59,49,57,8,24,59,58,46,45,45,48,42,60,52,41,83,77,8
41,10,67,18,24,58,8,68,27,52,26,59,60,51,55,9,26,61,62,43,43,43,50,62,60,48,39,83,74,11
40,10,67,19,25,60,11,71,24,52,24,59,62,48,57,11,4,61,62,47,47,47,52,41,41,72,60,84,73,12
41,12,68,18,24,60,8,70,25,23,25,59,58,52,55,11,4,60,62,46,44,44,51,61,42,70,58,84,73,12
42,12,65,19,23,62,11,68,24,48,23,62,59,49,54,9,25,60,59,46,43,46,51,60,42,72,62,84,75,11
41,12,66,21,26,62,11,69,24,52,22,60,59,50,54,11,4,59,61,47,43,45,50,58,61,70,60,85,73,9
42,8,65,22,24,61,11,70,23,25,24,58,62,52,54,11,6,62,60,47,47,43,49,62,59,50,39,85,75,8
40,8,68,21,24,58,10,72,23,52,22,59,62,51,55,8,4,59,62,46,43,44,48,39,42,49,60,83,74,10
62,12,67,21,24,62,10,72,25,52,23,60,61,49,53,10,4,59,59,45,45,44,50,58,58,48,38,83,75,9
62,8,65,19,25,59,12,69,25,24,25,59,61,52,54,11,25,59,59,43,43,43,48,40,39,71,40,85,73,11
58,8,64,19,25,60,9,72,25,50,24,59,58,48,57,12,7,60,58,43,44,46,51,60,62,70,58,86,77,12
61,8,66,18,23,61,12,69,26,52,25,59,60,48,53,12,27,58,58,43,43,47,50,41,40,48,39,87,77,11
58,9,68,20,23,60,12,71,27,27,23,59,62,50,55,10,4,62,61,44,44,44,51,58,40,50,42,84,73,9
41,10,65,20,27,59,11,70,23,49,22,58,59,50,55,9,3,61,60,46,47,46,52,61,41,71,62,86,76,10
40,9,64,22,26,58,12,70,27,48,22,61,60,49,55,11,5,62,60,47,45,46,49,42,62,70,58,85,76,9
61,9,66,21,25,61,8,70,27,24,26,59,61,49,55,11,5,62,62,43,45,47,50,62,61,72,39,84,73,11
41,11,65,20,24,58,11,70,26,49,23,60,58,48,57,9,5,62,61,46,43,44,49,61,59,50,39,84,74,8
40,11,64,21,26,60,12,72,27,27,26,60,58,51,53,9,26,60,58,44,43,44,49,39,38,68,40,84,75,10
40,8,66,19,24,62,8,69,26,49,25,62,62,50,56,12,26,62,60,44,46,47,49,62,39,49,38,85,75,9
62,11,66,18,24,58,12,72,23,27,26,61,60,48,54,10,26,61,60,47,43,43,50,62,38,72,61,87,74,11
61,12,67,19,27,60,9,68,26,26,26,60,58,48,53,11,5,61,61,45,46,43,52,59,62,68,41,83,77,12
61,11,65,21,27,60,9,72,26,27,24,60,58,49,57,10,5,62,58,44,44,43,48,38,41,71,41,85,73,9
41,10,67,22,25,58,9,72,26,25,24,58,58,52,55,9,7,58,59,46,46,43,49,42,62,70,59,87,77,8
60,9,66,21,24,59,8,70,27,51,23,59,62,51,57,10,23,62,58,43,47,43,51,62,38,70,62,86,75,9
59,8,67,20,27,59,11,68,25,52,25,60,59,51,53,8,24,60,60,43,47,47,52,62,42,52,39,83,77,9
62,8,66,22,27,58,10,70,27,48,25,59,59,48,56,9,7,62,59,44,46,43,50,62,40,51,40,86,75,12
42,11,65,20,25,60,11,68,27,49,22,59,62,52,57,8,25,62,59,45,46,47,49,39,58,51,58,85,75,12
40,8,66,21,26,61,9,68,25,52,23,62,58,50,57,8,6,61,61,45,43,45,51,60,58,68,38,84,76,10
59,11,65,22,25,60,12,70,25,48,22,62,59,49,56,8,5,58,59,44,47,46,50,42,40,50,61,85,75,10
62,12,66,21,24,58,9,68,25,26,23,61,61,52,55,10,24,60,62,47,47,43,51,41,42,68,60,84,74,10
61,10,65,18,24,60,10,71,24,52,26,60,60,51,54,10,4,58,58,46,46,45,52,60,58,69,42,84,75,12
39,10,65,19,26,59,8,68,25,23,23,59,59,51,54,10,5,58,60,43,45,46,50,38,58,51,62,85,77,9
58,11,65,18,27,58,8,72,24,23,25,60,61,48,54,8,25,58,62,47,47,47,52,42,62,68,39,85,74,10
38,9,66,22,23,61,12,68,23,50,22,58,60,49,55,8,6,62,60,45,46,46,52,60,39,51,39,87,77,10
58,8,66,19,23,62,8,72,25,27,22,62,61,52,54,9,23,59,60,44,46,47,51,62,62,50,38,85,76,11
42,9,65,19,25,58,11,68,26,26,24,60,61,49,56,10,23,58,62,44,47,46,50,61,38,49,42,87,74,8
40,9,67,19,24,61,9,71,26,49,24,62,61,48,54,11,5,61,62,43,44,43,48,60,42,68,38,83,77,12
59,10,67,20,23,59,12,71,26,27,23,60,62,52,55,9,3,62,60,46,43,44,51,59,41,50,40,87,73,11
61,10,64,21,25,58,8,72,25,25,25,60,58,52,54,10,4,62,61,46,43,44,51,38,62,50,62,83,73,9
62,8,67,22,25,60,10,72,27,48,23,58,58,52,54,8,5,62,61,44,46,46,50,39,42,50,60,83,73,12
38,12,65,19,26,58,11,70,24,24,25,58,61,49,57,12,26,62,58,43,46,47,52,62,61,51,62,85,75,8
39,12,65,19,24,62,9,68,26,24,24,59,62,49,57,9,3,61,59,45,44,45,52,38,41,52,39,84,73,11
60,11,68,18,26,58,11,68,27,51,22,60,59,50,54,12,6,60,62,45,43,46,49,38,41,50,38,83,73,8
59,9,66,18,23,59,8,69,23,26,22,60,60,50,56,9,25,59,61,44,44,44,52,38,59,52,40,87,77,9
60,8,66,21,27,61,11,71,26,50,25,61,60,52,54,9,25,61,58,44,46,46,52,62,60,52,38,84,75,10
39,8,67,22,26,62,9,68,23,48,22,61,61,52,55,8,27,62,62,46,45,46,50,58,39,51,60,87,73,9
42,8,68,20,23,60,10,72,27,26,23,58,59,48,55,12,26,58,62,44,47,46,52,40,61,48,62,87,77,10
42,9,64,21,24,60,9,70,27,27,22,62,61,52,55,8,7,58,58,45,46,45,48,39,61,51,40,84,73,8
39,9,64,20,26,58,12,71,24,48,26,58,60,50,54,12,3,60,61,47,43,46,48,38,62,52,58,87,73,8
39,12,66,22,23,59,11,72,27,50,22,60,58,50,54,11,3,58,60,46,43,47,52,41,40,71,60,87,77,10
59,12,66,21,23,58,11,69,25,50,24,58,60,49,55,11,25,60,58,45,43,45,48,62,62,69,59,83,73,12
40,8,68,21,27,61,8,70,24,48,24,61,60,50,56,11,24,59,61,47,44,45,50,42,41,68,60,85,73,11
42,11,65,22,24,58,10,68,23,52,25,58,60,52,54,8,24,60,59,45,43,43,52,60,40,68,41,83,73,11
61,8,66,18,27,59,8,68,23,48,24,60,59,52,53,11,6,59,61,47,43,43,48,38,60,51,38,84,74,10
60,10,68,18,23,61,12,71,26,52,25,60,62,49,56,10,27,61,58,45,47,43,50,41,39,49,42,84,76,12
62,8,66,21,26,59,8,69,23,52,24,59,62,51,54,8,3,61,59,43,45,47,50,42,38,48,62,83,75,12
41,8,65,19,23,62,12,70,23,26,24,62,59,51,53,12,26,59,61,43,44,44,48,60,58,50,62,87,74,9
60,11,68,21,27,59,11,69,27,49,25,58,59,50,54,8,25,60,62,45,45,45,51,42,62,70,60,85,75,8
62,8,68,19,27,59,10,69,25,27,25,60,60,49,56,11,25,60,59,47,47,45,52,58,40,50,58,84,76,9
41,10,64,19,24,60,8,68,27,50,25,60,58,49,56,8,24,60,58,43,45,45,50,39,60,72,60,83,77,8
58,8,66,22,23,58,8,72,25,50,26,59,59,51,56,11,6,58,59,43,46,45,51,38,39,68,38,84,75,10
58,11,66,21,24,62,10,70,23,25,22,58,62,48,56,8,5,62,59,46,46,45,49,60,41,70,59,83,75,9
38,12,67,20,24,61,10,71,23,50,26,58,58,50,57,11,25,59,59,46,44,47,50,39,39,49,40,85,74,8
59,11,67,18,27,60,12,69,23,23,26,58,58,52,57,9,24,60,62,47,47,44,48,58,62,72,62,86,76,8
62,11,67,21,23,59,11,71,26,48,22,60,62,52,57,12,5,59,60,45,47,44,51,58,62,71,60,84,75,12
62,10,67,21,26,59,11,69,26,26,24,60,58,51,56,12,5,59,62,43,45,45,49,38,61,68,59,84,76,8
62,12,66,18,23,61,8,72,24,50,24,62,58,48,57,10,25,62,62,47,46,46,49,60,40,51,58,84,73,8
40,11,66,22,25,61,9,71,23,48,22,62,60,48,54,10,6,58,62,46,44,45,52,41,62,52,61,83,73,12
59,9,65,20,26,60,10,71,23,51,22,62,59,50,55,11,6,61,59,46,46,47,51,39,59,72,58,86,76,11
40,12,65,18,24,60,9,69,25,48,22,59,62,52,56,10,7,59,60,43,43,43,50,39,39,51,41,86,74,9
38,12,65,19,23,58,12,72,23,24,22,58,62,48,53,9,4,62,59,43,44,44,49,40,60,51,41,85,76,9
62,10,64,19,24,62,12,70,25,50,24,61,60,52,57,9,26,60,59,47,47,43,51,62,62,72,62,86,76,12
60,12,67,22,27,59,9,71,23,26,26,61,62,49,56,9,24,61,62,47,44,47,49,38,58,50,39,83,73,8
61,12,68,22,23,59,9,71,27,49,23,58,62,52,55,11,26,60,61,46,46,46,51,59,38,52,40,84,75,8
61,8,64,18,27,59,11,71,24,48,22,60,59,50,55,8,4,61,59,45,46,44,48,62,38,50,40,86,75,12
40,10,65,19,25,61,8,71,23,25,23,60,62,51,55,9,6,60,59,46,47,47,50,59,42,69,40,87,75,10
58,9,67,20,26,59,9,71,26,49,22,59,58,49,56,8,26,58,60,44,47,44,52,62,41,72,60,84,77,9
40,12,65,18,25,62,9,71,26,27,26,61,62,50,57,9,7,58,62,45,47,47,49,61,41,49,41,86,77,10
59,10,67,21,24,62,8,70,24,49,22,58,58,48,54,9,4,60,62,44,44,46,52,39,42,49,40,86,74,11
58,8,67,20,23,60,11,72,27,50,25,61,61,48,57,12,7,60,61,45,46,47,52,38,58,48,40,87,77,10
40,10,68,18,25,62,12,72,24,25,25,61,58,48,57,10,24,58,60,47,45,45,50,41,41,51,42,86,77,10
38,11,65,18,26,61,9,68,27,48,22,60,62,48,54,12,25,62,62,45,43,46,49,38,60,72,60,84,73,10
42,10,68,22,24,60,12,72,23,25,22,59,59,51,55,12,24,62,62,46,43,44,51,59,62,68,39,84,77,12
41,8,66,22,23,62,10,72,23,24,24,62,59,49,54,8,7,61,61,46,46,47,48,59,62,72,42,84,77,12
61,12,67,22,23,62,11,69,27,52,22,62,60,52,53,12,7,60,60,47,44,44,50,62,38,52,42,87,74,11
41,10,68,22,26,60,10,71,24,49,22,59,60,50,56,8,23,59,62,43,43,43,48,62,38,71,62,85,77,10
38,12,65,18,25,59,10,69,25,24,24,58,58,49,53,8,24,62,58,45,47,46,51,42,58,71,62,85,74,11
41,9,66,21,27,61,9,71,23,26,25,61,58,49,57,11,3,60,58,44,45,46,52,58,42,70,60,86,76,9
41,12,68,22,27,60,9,70,24,27,25,60,59,49,55,10,3,62,59,43,46,45,49,40,40,70,59,84,76,12
59,8,67,18,23,60,11,71,23,27,23,59,60,52,56,9,27,60,59,45,46,47,48,61,39,51,61,86,73,11
59,10,64,21,25,61,8,68,25,25,26,58,60,48,56,9,7,59,61,43,46,44,52,42,60,70,40,86,74,9
42,10,66,19,26,61,10,68,24,51,23,61,59,52,55,12,23,61,59,46,46,46,52,61,61,52,42,85,74,9
61,12,68,22,27,62,11,71,27,27,22,60,60,52,55,10,3,61,62,44,47,43,49,58,39,49,60,83,74,11
40,9,64,18,27,62,12,72,27,25,26,60,59,51,53,11,3,59,60,44,47,46,48,62,39,48,38,86,76,9
39,11,65,22,23,61,11,71,23,27,25,58,60,52,56,10,3,60,60,44,45,47,52,59,61,49,60,84,73,11
39,10,64,19,24,60,9,71,27,26,26,58,58,50,54,9,27,62,59,45,47,45,50,42,41,68,61,85,76,12
58,12,68,22,23,61,8,69,26,51,26,61,62,49,53,8,7,58,58,45,44,44,50,60,61,71,40,84,74,12
38,9,65,20,27,62,12,70,23,25,25,60,59,50,55,9,24,61,60,47,44,47,48,42,38,50,59,87,77,11
42,10,64,20,26,60,12,71,27,27,25,60,62,52,55,10,26,62,59,43,47,46,48,42,60,71,62,83,73,12
59,9,65,21,25,62,9,68,26,24,25,59,60,51,57,10,27,60,59,45,43,45,49,42,61,49,62,86,74,12
61,9,67,19,27,62,11,70,23,51,22,60,59,49,56,10,4,61,62,43,47,46,52,60,59,49,41,87,75,10
60,8,65,18,24,58,8,72,26,27,22,61,59,52,54,10,25,59,60,45,44,47,50,58,42,52,62,86,73,10
58,8,68,21,27,59,8,71,26,50,26,62,61,52,54,9,24,60,61,47,45,45,49,42,39,50,58,85,77,12
61,10,68,21,27,62,9,72,25,26,26,59,60,52,54,8,6,58,60,45,46,47,48,58,39,71,41,83,74,8
39,9,64,21,26,62,10,72,27,25,23,60,60,50,57,10,23,61,61,46,44,43,50,41,62,52,42,87,76,10
38,12,66,19,26,62,10,70,26,51,25,61,60,50,55,11,6,58,62,45,46,46,50,60,41,71,42,83,75,8
42,11,68,19,27,62,9,71,27,49,26,62,62,51,56,12,25,60,59,46,47,47,48,40,62,48,41,84,74,9
60,10,66,18,27,60,11,72,23,49,23,60,60,50,55,8,24,58,58,46,44,46,48,60,40,71,38,87,76,9
61,10,65,19,26,60,8,68,23,49,26,61,61,48,54,9,4,61,60,45,47,43,52,58,40,70,59,83,75,12
41,11,66,19,27,58,9,72,26,50,25,60,62,52,53,11,26,60,61,44,45,44,48,60,58,48,39,86,73,11
39,8,64,18,23,60,11,68,23,25,23,60,61,52,54,11,27,61,61,44,45,44,50,38,39,72,62,86,75,9
62,10,68,21,23,61,8,71,26,27,26,62,59,48,55,10,27,62,58,45,43,46,49,61,39,68,61,85,77,11
39,12,67,18,24,60,9,69,25,24,25,60,59,52,53,8,5,60,59,45,44,47,52,62,59,69,58,86,75,12
39,9,64,22,25,58,12,72,26,52,24,58,59,52,54,11,23,58,58,44,46,45,51,40,38,52,59,83,73,8
41,10,67,18,25,62,11,70,25,23,23,59,58,50,53,11,25,58,61,44,47,43,51,42,58,49,62,87,77,10
41,10,64,20,27,60,8,72,23,24,26,58,58,52,55,12,7,60,62,44,43,47,49,61,58,51,61,87,73,11
61,11,67,21,23,58,9,72,26,26,23,62,61,52,56,12,6,62,60,43,47,45,50,42,40,52,61,84,73,10
60,8,68,20,27,62,11,68,23,24,26,59,61,51,54,12,24,60,60,46,46,43,49,41,59,72,62,87,74,10
60,11,66,18,27,58,10,70,27,49,26,62,61,51,55,11,23,59,62,43,45,46,50,58,60,49,41,83,77,8
